neural_network,usesMaterial,structured_set_of_data,1,0.6025713086128235
graphics_processing_unit,usesMaterial,knowledge_base,1,0.645432710647583
artificial_intelligence,usesMaterial,matlab,1,0.999961256980896
sensor,usesMaterial,robotic_hand,1,0.9787529706954956
deep_learning,usesMethod,deep_learning_based_approach,1,0.9808350205421448
machine_learning,usesMaterial,human_behaviour,0,0.5185601711273193
image_analysis,usesMaterial,ultrasound_image,1,0.9998618364334106
game_theory,usesMethod,fpgas,1,0.8609060049057007
cross_beam_a,usesMethod,sensor,0,0.9994090795516968
pattern_recognition,usesMethod,image_acquisition_device,1,0.985247015953064
action_recognition,usesMaterial,natural_photograph,1,0.5888858437538147
bp_neural_network,usesTask,pattern_recognition,1,0.9896202683448792
classification_method_approach,usesMethod,decision_support_system,1,0.9998205304145813
radial_basis_function,usesMethod,graphics_processing_unit,1,0.9559543132781982
wearable_technology,usesTask,emotion_recognition,1,0.7886145710945129
sentiment_analysis,usesMethod,sensor,1,0.9958546161651611
classification_task,usesTask,action_recognition,1,0.991757869720459
action_recognition,usesTask,image_retrieval,1,0.6586174964904785
image_analysis,usesMaterial,big_data,0,0.9854872226715088
image_analysis,usesTask,pedestrian_detection,0,0.9100658297538757
game_theory,usesTask,situation_awareness,0,0.7675236463546753
tracking_system,usesMethod,broadcast,0,0.9908925294876099
support_supporting_body,usesMethod,neural_network,0,0.9860209822654724
action_recognition,usesMethod,principle_component_analysis,1,0.9948847889900208
autonomous_vehicle,usesMethod,robotic_arm,1,0.9544840455055237
evolutionary_algorithm,usesTask,ontology_matching,1,0.9700694680213928
game_theory,usesMethod,prefetching,0,0.9288830161094666
game_theory,usesTask,ranking,1,0.5774621367454529
action_recognition,usesMethod,statistical_method,1,0.5212847590446472
machine_learning,usesTask,disclosure_issue,0,0.5261373519897461
sentiment_analysis,usesMaterial,emoticon,1,0.991127610206604
face_detection,usesMethod,hybrid_equivalent_model,0,0.5401221513748169
sentiment_analysis,usesMaterial,social_social_medium,0,0.9999168515205383
deep_learning,usesMethod,extended_kalman_filter,1,0.9490935802459717
mainboard_on,usesMethod,machine_learning,0,0.5326023101806641
wearable_technology,usesMaterial,digital_image,1,0.9111207127571106
deep_learning,usesMaterial,human_pose,1,0.8921299576759338
decision_support_system,usesMaterial,geometry,0,0.9971140027046204
sensor,usesMethod,alarm_module_2,0,0.8142575025558472
handover,usesMethod,multiagent_system,0,0.7548679709434509
face_detection,usesTask,terminal,0,0.8162577748298645
decision_support_system,usesMaterial,training_datasets,1,0.8196799159049988
variable_selection,usesTask,sentiment_analysis,1,0.9796783924102783
pattern_recognition,usesMethod,one,0,0.995722770690918
deep_learning,usesMaterial,electricity,0,0.7944452166557312
neural_network,usesTask,ranging,0,0.5533322095870972
game_theory,usesTask,validation,1,0.9421529173851013
image_registration,usesTask,pattern_recognition,1,0.9969196319580078
evolutionary_algorithm,usesTask,pre_processing_step,1,0.8878311514854431
wearable_technology,usesMaterial,accelerometer_data,1,0.9951788187026978
evolutionary_algorithm,usesTask,data_mining_and_related_task,1,0.943716287612915
wireless_communication_device,usesMethod,game_theory,0,0.600421130657196
artificial_intelligence,usesTask,knowledge_acquisition,1,0.9156665802001953
neural_network,usesTask,magnetic_resonance_imaging,0,0.5527982711791992
game_theory,usesMethod,module_module,0,0.9475650787353516
tracking_system,usesMaterial,keyboard,1,0.9380486011505127
face_detection,usesMethod,deep_learning_algorithm,1,0.9837431311607361
data_compression,usesMaterial,noises_signal,1,0.6730434894561768
sentiment_analysis,usesMaterial,matlab,0,0.6235361695289612
pattern_recognition,usesMaterial,face_photo_image,1,0.5482422113418579
computational_complexity,usesMethod,game_theory,1,0.9654207825660706
deep_learning,usesTask,source_separation,0,0.7936214208602905
tracking_system,usesMethod,fuzzy_logic_controller,0,0.9972033500671387
wearable_technology,usesTask,light_reflection,1,0.9987932443618774
artificial_intelligence,usesTask,student_learning,0,0.8224707841873169
moving_mechanism_move,usesMethod,machine_learning,1,0.5216361284255981
multiagent_system,usesTask,power_management,0,0.9966191053390503
wsn,usesMethod,evolutionary_algorithm,1,0.749189555644989
sensor,usesMethod,warning_device,0,0.9063628315925598
graphics_processing_unit,usesTask,dimensionality_reduction,0,0.7837837934494019
multiagent_system,usesMethod,dynamic_programming,0,0.9236388206481934
pattern_recognition,usesMethod,multiple_regression,1,0.9989173412322998
autonomous_vehicle,usesMethod,user_interface,1,0.9915497303009033
tracking_system,usesTask,automatic_tracking,1,0.9976698756217957
transmission_unit_a,usesMethod,tracking_system,1,0.965430498123169
multiagent_system,usesMaterial,camera_image,0,0.582307755947113
face_detection,usesMethod,one,0,0.956419825553894
image_acquisition_device,usesTask,face_detection,1,0.9534853100776672
image_analysis,usesTask,enhancement,1,0.5601208806037903
evolutionary_algorithm,usesTask,user_association,0,0.81938636302948
face_detection,usesMethod,control_method,1,0.9719653129577637
autonomous_vehicle,usesMethod,sensing_device,1,0.9733899235725403
image_analysis,usesMaterial,face_photo_image,1,0.9985465407371521
machine_learning,usesMaterial,massive_volume_of_data,1,0.6174824237823486
sentiment_analysis,usesMaterial,anannotated_data_set,1,0.9873332977294922
door_frame_a,usesMethod,sensor,1,0.9986515641212463
game_theory,usesMaterial,mobile_device,0,0.9995232224464417
face_detection,usesMaterial,rendering_image,1,0.5061599016189575
tracking_system,usesMaterial,video_signal,1,0.8812392354011536
tracking_system,usesTask,face_recognition,1,0.9751760363578796
neural_network,usesMaterial,digital_information_data,1,0.5305021405220032
evolutionary_algorithm,usesMaterial,smart_phone,0,0.8608478903770447
wearable_technology,usesMaterial,medical_image,0,0.7732969522476196
pattern_recognition,usesTask,pattern_recognition_related_task,1,0.8258538246154785
tracking_system,usesMaterial,reference_image,1,0.6710959076881409
data_compression,usesTask,data_augmentation,0,0.9261776804924011
action_recognition,usesTask,feature_extraction,1,0.9829138517379761
multiagent_system,usesTask,computational_intelligence,0,0.9977571368217468
unsupervised_learning,usesMethod,decision_support_system,0,0.9322541952133179
tracking_system,usesTask,pedestrian_detection,1,0.9668840169906616
data_compression,usesMethod,co_processor,0,0.8392296433448792
mobile_platform,usesTask,image_analysis,1,0.8089776039123535
efficiency,usesMethod,multiagent_system,0,0.8779017925262451
data_compression,usesMaterial,video_image_frame,1,0.9514056444168091
evolutionary_algorithm,usesTask,prior_work,0,0.8373985290527344
network_security,usesMethod,multiagent_system,1,0.9937718510627747
target_detection,usesMethod,tracking_system,0,0.9936681389808655
image_analysis,usesMethod,rough_set_theory,1,0.9185128808021545
touch_panel_panel,usesMethod,machine_learning,0,0.7845965623855591
decision_support_system,usesTask,knowledge_representation,1,0.9364405870437622
game_theory,usesMaterial,encrypted_data,0,0.7687785625457764
tracking_system,usesTask,computer_vision,1,0.9938642978668213
wearable_technology,usesTask,image_enhancement,0,0.9967413544654846
transmission_assembly,usesMethod,neural_network,0,0.8938178420066833
neural_network,usesTask,statistical_machine_translation,1,0.6270744204521179
autonomous_vehicle,usesMethod,sensor_node,0,0.8544846177101135
multiagent_system,usesMaterial,email,0,0.6849900484085083
embedded_system,usesTask,data_compression,0,0.8458442687988281
evolutionary_algorithm,usesTask,shortterm_load_forecasting,0,0.8863053917884827
wearable_technology,usesMethod,wireless_transceiver,1,0.9993459582328796
evolutionary_algorithm,usesMaterial,clock_signal,0,0.6860232949256897
action_recognition,usesMethod,numerical_model,0,0.6417871117591858
user_experience,usesTask,pattern_recognition,1,0.7226135730743408
machine_learning,usesMethod,numerical_model,1,0.9839555621147156
game_theory,usesTask,interference,1,0.9997863173484802
sentiment_analysis,usesMethod,control_system,0,0.9419071078300476
evaluation,usesTask,sentiment_analysis,0,0.9922152757644653
game_theory,usesMaterial,wireless,1,1.0
artificial_intelligence,usesMaterial,data_stream,1,0.8202049136161804
acquisition_device,usesTask,line_detection,0,0.7106105089187622
sentiment_analysis,usesMethod,computational_model,1,0.9973104000091553
autonomous_vehicle,usesMethod,power_control,1,0.5935367941856384
machine_learning,usesMethod,mobile_robot,1,0.9536177515983582
autonomous_vehicle,usesMaterial,sensitive_information_data,0,0.5331906676292419
face_detection,usesMethod,machine_learning_technique_s,0,0.9990468621253967
sensor,usesTask,autonomous_vehicle,0,0.5982288718223572
segmentationing_method,usesTask,face_detection,0,0.9762003421783447
deep_learning,usesMaterial,smart_phone,1,0.9879540205001831
multiagent_system,usesTask,human_human_social_interaction,1,0.9695630669593811
image_analysis,usesTask,radar,1,0.9906361103057861
decision_support_system,usesMaterial,big_data,1,0.9999646544456482
deep_learning,usesTask,image_quality_assessment,1,0.8455087542533875
graphics_processing_unit,usesTask,image_fusion,1,0.8003724217414856
multiagent_system,usesTask,human_intervention_process,0,0.9982149004936218
decision_support_system,usesMaterial,integrated_data,1,0.9940943121910095
game_theory,usesTask,demand_response,1,0.9565594792366028
action_recognition,usesTask,edge_detection,1,0.9275332689285278
scalability,usesMethod,deep_learning,0,0.9529018998146057
deep_learning,usesTask,training_phase,1,0.6403430104255676
wearable_technology,usesTask,usability_evaluation,1,0.7244706749916077
image_analysis,usesMaterial,grayscale_of_image,1,0.9619619846343994
predictions_accuracy,usesMethod,game_theory,0,0.5485658645629883
action_recognition,usesMaterial,vocabulary,0,0.9902102947235107
machine_learning,usesMaterial,missing_data,0,0.6806688904762268
action_recognition,usesMaterial,imagenet,1,0.9846441745758057
evolutionary_algorithm,usesMaterial,frequency_domain,0,0.8544217944145203
evolutionary_algorithm,usesMaterial,broadband,1,0.5002606511116028
recommendation_methodology,usesTask,sentiment_analysis,1,0.9715266227722168
face_detection,usesMaterial,camera_image,1,0.9916176199913025
wearable_technology,usesMaterial,color_image,1,0.9401659965515137
image_analysis,usesMethod,supervised_machine_learning,1,0.9998830556869507
decision_support_system,usesTask,knowledge-sharing,1,0.5682970285415649
access_control,usesTask,image_analysis,1,0.6084190607070923
neural_network,usesMaterial,vocabulary,1,0.8010645508766174
acquisition_device,usesMaterial,image_signal,1,0.8914697766304016
thresholding,usesMethod,evolutionary_algorithm,0,0.9336680769920349
forecasts_model,usesTask,sentiment_analysis,1,0.9944350123405457
graphics_processing_unit,usesMethod,pca_s,0,0.9360151290893555
data_compression,usesMethod,gaussian_mixture_model,1,0.6348757147789001
action_recognition,usesMethod,language_model,0,0.9957616925239563
computational_complexity,usesTask,image_analysis,0,0.8921545147895813
deep_learning,usesMaterial,linguistics,1,0.6400934457778931
v2v,usesTask,autonomous_vehicle,1,0.8173267245292664
image_analysis,usesTask,pattern_recognition,1,0.9925277233123779
decision_support_system,usesMaterial,raw_data_set_a,0,0.9630237817764282
face_detection,usesMaterial,e_book_document,0,0.5226587057113647
sentiment_analysis,usesMaterial,blog,1,0.9821268916130066
neural_network,usesMethod,naive_bayes,0,0.7664901614189148
graphics_processing_unit,usesMaterial,high_resolution_image,1,0.6826245784759521
remote_controller,usesMethod,acquisition_device,1,0.9936667084693909
deep_learning,usesTask,automatic_image_annotation,1,0.804600179195404
deep_learning,usesMaterial,art,1,0.5869389772415161
graphics_processing_unit,usesMethod,acquisition_device,1,0.8256149888038635
acquisition_device,usesTask,storage_storage_bin,0,0.5830010771751404
image_analysis,usesMethod,unmanned_aircraft_system,0,0.9833561182022095
graphics_processing_unit,usesMaterial,color_image,1,0.9659808278083801
text_classification,usesMethod,evolutionary_algorithm,1,0.99687260389328
sentiment_classification,usesTask,sentiment_analysis,1,0.9999964237213135
detection_monitoring_device,usesMethod,machine_learning,0,0.9639467597007751
face_detection,usesMaterial,low_resolution_image,1,0.9799357056617737
game_theory,usesTask,channel_state_information,1,0.9999085664749146
block_chain_chain,usesMethod,graphics_processing_unit,0,0.7744343876838684
action_recognition,usesMethod,semantic_information,1,0.9772548675537109
image_analysis,usesMaterial,digital_image,1,0.9999990463256836
cylinder_a,usesMethod,neural_network,0,0.9748227596282959
machine_learning_method,usesMethod,decision_support_system,0,0.9964368343353271
autonomous_vehicle,usesTask,vehicle_navigation,1,0.8788967728614807
resource_allocation,usesMethod,decision_support_system,1,0.9357360601425171
face_detection,usesTask,detection_speed_up,0,0.8665478825569153
bp_neural_network,usesTask,sentiment_analysis,0,0.8941577672958374
multiagent_system,usesTask,tracking_control,0,0.9762789607048035
artificial_intelligence,usesMethod,nonlinear_system,1,0.7451969385147095
autonomous_vehicle,usesTask,motor,1,0.914336621761322
autonomous_vehicle,usesMaterial,radio,1,0.9949359893798828
pattern_recognition,usesMethod,metaheuristics,1,0.7515472173690796
data_compression,usesMethod,central_processor,0,0.5157701969146729
graphics_processing_unit,usesMethod,matching_algorithm,0,0.9647281169891357
tracking_system,usesMaterial,hand_motion,1,0.9826954007148743
computational_efficiency,usesMethod,evolutionary_algorithm,0,0.9666434526443481
data_compression,usesMaterial,hand_motion,1,0.5402887463569641
graphics_processing_unit,usesMaterial,rule_base,0,0.5958449840545654
machine_learning,usesTask,big_data_processing,1,0.663014829158783
decision_support_system,usesMethod,sensitivity_analysis,1,0.9997696280479431
deep_learning,usesTask,visual_object_tracking,1,0.5171666741371155
acquisition_device,usesMethod,dsp,1,0.987338662147522
pattern_recognition,usesTask,pedestrian_detection,1,0.5058778524398804
sentiment_analysis,usesMethod,search_engine,0,0.9867363572120667
sensor,usesTask,ranging,0,0.5999960899353027
anintelligent_system,usesMethod,deep_learning,0,0.9971655011177063
deep_learning,usesMaterial,facial_image_image,1,0.9284451603889465
machine_learning,usesTask,class_imbalance,0,0.5874615907669067
wearable_technology,usesMaterial,acceleration_data,1,0.974573016166687
image_analysis,usesTask,automatic_identification,0,0.8620246052742004
multiagent_system,usesMaterial,capital,0,0.6713027954101562
decision_support_system,usesTask,outlier_detection,1,0.8272050619125366
machine_learning,usesMaterial,natural_language_text,1,0.7643210291862488
autonomous_vehicle,usesMethod,topology,1,0.7790995240211487
neural_network,usesTask,nlp_task,0,0.8408876657485962
artificial_intelligence,usesTask,pattern_recognition_related_task,1,0.6619586944580078
deep_learning,usesTask,structural_health_monitoring,1,0.8255398869514465
image_analysis,usesMethod,control_circuit,0,0.6312800049781799
artificial_intelligence,usesMaterial,engineer,0,0.607113242149353
evolutionary_algorithm,usesTask,calculating_processing_time,0,0.9955360293388367
artificial_intelligence,usesTask,control_issue,0,0.7076165080070496
graphics_processing_unit,usesMaterial,human_pose,1,0.5465161800384521
storage_system_device,usesMethod,tracking_system,0,0.957089900970459
apparatus_1,usesTask,data_compression,0,0.9178933501243591
gps,usesMethod,game_theory,0,0.6889393329620361
sensor,usesMaterial,digital_image,1,0.9807236194610596
data_compression,usesMethod,cam,1,0.7979946732521057
gearbox_d,usesMethod,acquisition_device,0,0.7865476608276367
artificial_intelligence,usesTask,intelligent_fault_diagnosis,0,0.6714183688163757
heuristic_algorithm,usesMethod,deep_learning,1,0.7593332529067993
tracking_system,usesTask,motion_estimation,1,0.8536099791526794
deep_learning,usesTask,computer_vision_problem,0,0.9271438121795654
graphics_processing_unit,usesTask,reconstruction,0,0.9914312958717346
data_compression,usesMaterial,mobile_device,0,0.9996311664581299
acquisition_device,usesTask,feature_recognition,1,0.7861689925193787
multiagent_system,usesMaterial,domain_knowledge,1,0.8972453474998474
evolutionary_algorithm,usesMaterial,knowledge_base,1,0.9545702934265137
deep_learning,usesTask,nlp_task,1,0.9914233088493347
evolutionary_algorithm,usesMaterial,electricity,0,0.8062482476234436
graphics_processing_unit,usesMaterial,keyboard,0,0.7047410607337952
spectrum_sharing,usesMethod,artificial_intelligence,0,0.8276300430297852
packet_loss,usesMethod,game_theory,0,0.8823126554489136
face_detection,usesTask,image_fusion,1,0.6207786798477173
tracking_system,usesMethod,clustering_algorithm,1,0.9519436359405518
acquisition_device,usesMaterial,equipment,1,0.9656159281730652
artificial_intelligence,usesMaterial,facial_expression,1,0.8321974277496338
sensor,usesMaterial,motion_data,1,0.8754394054412842
artificial_intelligence,usesTask,robot,1,0.9782914519309998
evolutionary_algorithm,usesMaterial,mobile_device,0,0.9839721322059631
evolutionary_algorithm,usesTask,data_analytics,1,0.9224897623062134
graphics_processing_unit,usesTask,character_recognition,0,0.6405665278434753
image_analysis,usesMaterial,facial_image_image,1,0.9741940498352051
evolutionary_algorithm,usesMaterial,training_datasets,1,0.9449869990348816
face_detection,usesMethod,logistic_regression,1,0.9142009019851685
support_vector,usesMethod,acquisition_device,0,0.8555033206939697
pattern_recognition,usesMethod,steganography,1,0.5349934697151184
gesture_1,usesTask,face_detection,0,0.9459589123725891
face_detection,usesMethod,optical_flow,0,0.5064598917961121
